,Max_Diameter,Relative_Velocity,Miss_Distance,Categorized_Diameter,Categorized_Relative_Vel,Categorised_Miss_Distance,Hazardous,IsLarge,Norm
66241,0.0941976306,23763.8993682056,25308476.292395983,Small,Slow,Medium,False,0,0.46
69455,0.3926810818,76044.0082939549,58428563.83325806,Large,Fast,More,True,1,0.47
37895,0.0187948982,63876.0798281498,59139685.970019735,Small,Fast,More,False,0,0.48
50943,0.1081533507,39372.403760514,11979315.993734766,Small,Slow,Less,False,0,0.46
84403,0.0426618789,49808.7841535212,4716480.984658934,Small,Fast,Less,False,0,0.48
9062,0.9419763057,34256.8070521491,54327520.99092584,Large,Slow,More,True,1,0.45
3512,1.3615700154,79774.8223618123,10143437.065372216,Large,Fast,Less,True,1,0.47
21422,0.0375007522,58787.8011198612,70065816.29375179,Small,Fast,More,False,0,0.48
90666,0.0304817558,58776.921459639,61795392.1628218,Small,Fast,More,False,0,0.48
4087,0.0472106499,22437.1820674102,17387948.758858543,Small,Slow,Less,False,0,0.46
28738,0.0567596853,26087.0123321222,10564857.7358328,Small,Slow,Less,False,0,0.46
90110,0.0714562102,13577.9694812614,15121299.981310612,Small,Slow,Less,False,0,0.46
35612,1.4860724357,151036.5860495395,69318385.9610724,Large,Fast,More,False,1,0.48
57186,0.0130028927,40561.3341604001,52151023.4801888,Small,Slow,More,False,0,0.46
76440,0.4092983358,51905.3702823436,21078573.061199967,Large,Fast,Less,True,1,0.47
38018,0.0103285648,49597.3562502424,231422.130412218,Small,Fast,Less,False,0,0.48
89987,0.0542050786,70388.0067279204,71563038.28668956,Small,Fast,More,False,0,0.48
29506,0.0179489885,26412.9354531314,47165913.48991548,Small,Slow,Medium,False,0,0.46
77059,0.0149293183,24671.9826131792,766583.138538466,Small,Slow,Less,False,0,0.46
26554,0.0594346868,20539.9641892599,58206976.29673922,Small,Slow,More,False,0,0.46
69074,0.0105205872,57469.4495896633,22716178.38349596,Small,Fast,Less,False,0,0.48
12156,0.0215794305,61602.7242715286,36398070.56310047,Small,Fast,Medium,False,0,0.48
52657,0.0783501764,37583.9298573811,11172996.384730948,Small,Slow,Less,False,0,0.46
25935,0.2594418179,35226.4462336594,31530034.295111515,Small,Slow,Medium,False,0,0.46
50046,0.023661375,29909.2348315449,61846152.06649363,Small,Slow,More,False,0,0.46
36133,0.0152770668,36498.369396182,29409645.754365373,Small,Slow,Medium,False,0,0.46
83908,0.0375007522,32269.428875335,38865971.2907088,Small,Slow,Medium,False,0,0.46
60247,0.0651688382,16269.1581882249,22262849.78886584,Small,Slow,Less,False,0,0.46
25328,0.3119176705,70853.1516244062,57637930.00971736,Large,Fast,More,False,1,0.48
63827,0.0714562102,27360.7927031747,74586414.73997971,Small,Slow,More,False,0,0.46
36231,0.0450858206,73246.9054738291,64275024.01132043,Small,Fast,More,False,0,0.48
52484,0.6223575734,61389.5174966095,36805230.831563085,Large,Fast,Medium,False,1,0.48
87771,0.0149293183,99443.1609482951,54613141.80132801,Small,Fast,More,False,0,0.48
3474,0.580817882,83272.1286239849,69574251.934649,Large,Fast,More,True,1,0.47
46105,0.0206081961,37452.2061757097,3321975.297788858,Small,Slow,Less,False,0,0.46
84592,0.0098637028,27214.5192588118,72007984.79298529,Small,Slow,More,False,0,0.46
19768,0.0136157002,7183.8589451012,49122663.17385958,Small,Slow,Medium,False,0,0.46
16114,0.0358129403,23031.1156220855,33742189.55022752,Small,Slow,Medium,False,0,0.46
71725,0.0542050786,26287.4944140629,7069678.218635174,Small,Slow,Less,False,0,0.46
41292,5.152760759,42887.6251673998,6931174.79595054,Large,Slow,Less,True,1,0.45
77346,0.0851216393,63421.4395451941,54779486.22536771,Small,Fast,More,False,0,0.48
18904,0.4721064988,25714.8087680176,73838585.54945935,Large,Slow,More,False,1,0.46
65743,0.1132504611,21278.0976755306,51474240.62193861,Small,Slow,More,False,0,0.46
59399,1.1858779086,76263.2565351221,53114075.206813976,Large,Fast,More,True,1,0.47
83086,0.1445572836,56120.9662194808,35635897.868965335,Small,Fast,Medium,False,0,0.48
86433,0.0143231974,25382.8519504362,1184708.272641459,Small,Slow,Less,False,0,0.46
70692,0.0682401509,35270.7647872934,39641783.09192798,Small,Slow,Medium,False,0,0.46
27490,0.3162568776,74660.2511579896,66586780.43621798,Large,Fast,More,True,1,0.47
38931,1.1858779086,110064.80367482,20300260.013513952,Large,Fast,Less,False,1,0.48
6796,0.0450858206,16892.6854807441,15706826.224008055,Small,Slow,Less,False,0,0.46
3375,0.358129403,78436.0951085524,23050751.686024185,Large,Fast,Less,False,1,0.48
12051,0.1714115092,46110.7890140897,42093953.39406879,Small,Slow,Medium,False,0,0.46
83411,0.0663804174,38170.9544072929,5216986.673813527,Small,Slow,Less,False,0,0.46
88969,0.0326617897,48402.1677357576,40919151.14830362,Small,Fast,Medium,False,0,0.48
59645,0.4487867009,40903.131338177,27424055.71041524,Large,Slow,Medium,False,1,0.46
30269,0.2060819612,42740.1443798521,5193248.827877028,Small,Slow,Less,False,0,0.46
8215,0.1037623929,20296.1242866704,51733492.39922757,Small,Slow,More,False,0,0.46
59549,0.3404395273,110392.8220070122,63464162.19210937,Large,Fast,More,True,1,0.47
16381,0.008590926,34622.5651664773,25396800.40074225,Small,Slow,Medium,False,0,0.46
59531,0.0843412394,53516.650193766,72637638.92170236,Small,Fast,More,False,0,0.48
71444,0.0457130269,31602.8713517424,11204870.769058025,Small,Slow,Less,False,0,0.46
79902,0.130028927,34667.812163606,20075026.148592155,Small,Slow,Less,False,0,0.46
82375,0.0250057554,24755.8230889107,2480403.713668676,Small,Slow,Less,False,0,0.46
6020,0.4721064988,86911.7662524503,66384295.784749,Large,Fast,More,False,1,0.48
52455,0.0859092601,79704.3333643661,57012248.22804133,Small,Fast,More,False,0,0.48
78353,0.0323623447,37753.5262027388,8673514.514540318,Small,Slow,Less,False,0,0.46
77745,0.3926810818,78090.8144007697,53984930.37950944,Large,Fast,More,True,1,0.47
24992,0.0450858206,47560.2767012668,6638045.354297549,Small,Slow,Less,False,0,0.46
83454,0.1977151638,35626.8631479642,67373715.9610557,Small,Slow,More,False,0,0.46
56353,0.0651688382,39133.7423117248,19845695.590879768,Small,Slow,Less,False,0,0.46
70846,0.0651688382,26537.698872409,40276756.23275205,Small,Slow,Medium,False,0,0.46
37502,0.0191443215,9027.0208140818,64935183.00074409,Small,Slow,More,False,0,0.46
32347,0.3119176705,60430.5300416972,40660156.09591938,Large,Fast,Medium,False,1,0.48
10590,0.0272922901,23003.7685484406,30855124.53683181,Small,Slow,Medium,False,0,0.46
62103,0.0297879063,22174.7644460032,50793807.32134405,Small,Slow,More,False,0,0.46
8131,0.0358129403,64168.8393185539,68732833.61354664,Small,Fast,More,False,0,0.48
34859,0.0430566244,58829.8367232004,59293461.48021778,Small,Fast,More,False,0,0.48
30197,0.0748238376,47773.1658999938,66925947.14134456,Small,Slow,More,False,0,0.46
11052,0.0472106499,47894.4299275182,34499927.0564716,Small,Slow,Medium,False,0,0.46
10657,3.2065644897,61938.0365818302,65334111.377133794,Large,Fast,More,False,1,0.48
47356,0.0392681082,14657.7231606059,1219624.969011578,Small,Slow,Less,False,0,0.46
1115,0.1324463452,67442.2043236254,35577614.19473824,Small,Fast,Medium,False,0,0.48
56296,1.3183780956,47938.658657612,72386305.04551698,Large,Slow,More,False,1,0.46
68980,0.7835017643,83995.2023932793,19809156.65520737,Large,Fast,Less,False,1,0.48
10310,0.3420109247,52371.6928715981,43546750.04058223,Large,Fast,Medium,True,1,0.47
27228,0.1081533507,38617.606946142,39975093.59395617,Small,Slow,Medium,False,0,0.46
39526,1.0815335068,99812.9980713082,68330023.96529914,Large,Fast,More,False,1,0.48
65979,0.1968067451,45345.0078775278,24595214.576978,Small,Slow,Less,False,0,0.46
179,0.8166575449,51150.7621830215,52304247.22856292,Large,Fast,More,False,1,0.48
19060,0.1081533507,106806.218192555,67316926.70971075,Small,Fast,More,False,0,0.48
68710,0.3266178974,24513.9966056651,15156182.434728287,Large,Slow,Less,False,1,0.46
62898,0.2844722965,36096.5561807477,70370392.08178975,Small,Slow,More,True,0,0.45
22087,0.1361570015,25314.912103927,3010522.869661675,Small,Slow,Less,False,0,0.46
74085,0.0346768771,44414.4906421034,9786002.904500792,Small,Slow,Less,False,0,0.46
40497,0.6223575734,46259.2552530359,44523113.44943341,Large,Slow,Medium,False,1,0.46
57084,0.0411187571,15172.8025463065,8748662.610968899,Small,Slow,Less,False,0,0.46
28053,0.5943468684,29106.6998770109,74022123.51101452,Large,Slow,More,False,1,0.46
66168,0.0622357573,64144.4970753162,54802071.13547991,Small,Fast,More,False,0,0.48
88495,0.1745982871,32099.9395341189,17057639.953051683,Small,Slow,Less,False,0,0.46
5185,0.5445527791,30679.6829903864,32372892.01699945,Large,Slow,Medium,False,1,0.46
31755,0.1132504611,55910.3278470552,25094760.147002928,Small,Fast,Medium,False,0,0.48
24266,0.2477650126,70964.4509673689,71761476.0315391,Small,Fast,More,False,0,0.48
26716,0.0450858206,60438.6302000173,69829318.63672578,Small,Fast,More,False,0,0.48
70324,0.0682401509,25993.5892215515,23267987.64490153,Small,Slow,Less,False,0,0.46
54595,0.0986370281,47582.4865497782,26487330.44134945,Small,Slow,Medium,False,0,0.46
88961,0.0899580388,78868.6172657806,64445488.76461417,Small,Fast,More,False,0,0.48
41022,0.023661375,58819.055034335,55416103.16254713,Small,Fast,More,False,0,0.48
29576,0.5272783976,53349.9812543815,34423265.37367372,Large,Fast,Medium,True,1,0.47
39547,0.2157943048,44032.135778087,67258037.8971397,Small,Slow,More,False,0,0.46
27617,0.0434550225,66804.861562668,60756762.410449445,Small,Fast,More,False,0,0.48
39515,0.0941976306,48556.5835791251,10840148.97786912,Small,Fast,Less,False,0,0.48
3146,0.2259643771,70778.0338148495,41225393.17237743,Small,Fast,Medium,False,0,0.48
51717,0.0026671042,6384.7058946127,222691.778236462,Small,Slow,Less,False,0,0.46
9458,0.0812905344,15184.5409340103,49111079.30215273,Small,Slow,Medium,False,0,0.46
16959,0.4786741544,67798.2385357985,22104139.000057127,Large,Fast,Less,True,1,0.47
29143,0.0472106499,39830.9313405391,18436290.43487088,Small,Slow,Less,False,0,0.46
85783,0.4246586539,76423.1140554588,13856827.994358528,Large,Fast,Less,False,1,0.48
37070,0.4018277992,60799.8605279018,57285718.37032677,Large,Fast,More,False,1,0.48
58429,0.1425738833,46536.9182742258,25679042.31885367,Small,Slow,Medium,False,0,0.46
13068,0.1714115092,33502.6434398951,37045395.38669917,Small,Slow,Medium,False,0,0.46
57421,0.0287104486,22210.1355065159,34442895.08258258,Small,Slow,Medium,False,0,0.46
60959,0.008590926,43140.4626012786,31967238.18412793,Small,Slow,Medium,False,0,0.46
42273,0.0247765013,28632.7435906482,71411467.13102554,Small,Slow,More,False,0,0.46
13031,0.0941976306,29181.7268507385,37045782.51606716,Small,Slow,Medium,False,0,0.46
28551,0.0666868155,44139.2095406344,23112243.681050666,Small,Slow,Less,False,0,0.46
51591,0.0098637028,23969.6567253652,9448268.25490436,Small,Slow,Less,False,0,0.46
71288,0.0651688382,14913.6797921909,25708519.92090654,Small,Slow,Medium,False,0,0.46
56281,0.602615057,48305.8778570122,26435476.887489203,Large,Fast,Medium,False,1,0.48
22638,0.0622357573,46127.5643899192,3291902.909564653,Small,Slow,Less,False,0,0.46
35113,0.0259441818,30789.1627255488,38815787.32387667,Small,Slow,Medium,False,0,0.46
26422,0.0167509707,27313.0640082003,65138544.96892168,Small,Slow,More,False,0,0.46
41757,2.1779102496,133133.8564250651,44831494.01993823,Large,Fast,Medium,False,1,0.48
75863,0.0651688382,3616.1692932266,25032939.021702666,Small,Slow,Medium,False,0,0.46
441,0.5675968529,89332.1904249932,51320331.55076223,Large,Fast,More,False,1,0.48
39397,0.0651688382,56212.1326891487,15888123.927540416,Small,Fast,Less,False,0,0.48
88585,0.0326617897,26305.5200935544,2521633.185836416,Small,Slow,Less,False,0,0.46
28035,0.6792661593,87870.8136279125,29973938.97298224,Large,Fast,Medium,True,1,0.47
46328,0.5082062231,62832.6347664485,56031580.2601592,Large,Fast,More,False,1,0.48
69147,0.0450858206,43062.1232676372,22834342.13570029,Small,Slow,Less,False,0,0.46
4838,0.7835017643,94339.5846630473,5051279.162705346,Large,Fast,Less,True,1,0.47
54208,0.0820427065,38179.8361374584,4346035.534084471,Small,Slow,Less,False,0,0.46
47892,0.2716689341,72712.967268127,28819540.5901434,Small,Fast,Medium,False,0,0.48
26778,0.0859092601,39836.935196069,4052788.897460122,Small,Slow,Less,False,0,0.46
54272,0.2512117673,33369.0088258717,38921729.18441839,Small,Slow,Medium,True,0,0.45
66720,0.2844722965,24055.3177386328,45923160.31620722,Small,Slow,Medium,False,0,0.46
24352,0.1968067451,39819.2192955788,44591223.80382657,Small,Slow,Medium,False,0,0.46
58413,0.0714562102,15610.3257302872,11304269.99667486,Small,Slow,Less,False,0,0.46
36078,0.0651688382,83769.9278577646,66775358.140576445,Small,Fast,More,False,0,0.48
68729,0.9954970531,25686.3767988657,38544479.61880207,Large,Slow,Medium,False,1,0.46
55649,0.016369672,20840.3836498457,4211859.184910226,Small,Slow,Less,False,0,0.46
37474,0.9419763057,54219.312879768,64001110.53574723,Large,Fast,More,False,1,0.48
27713,0.2779969165,37953.5061627742,63090303.3818949,Small,Slow,More,True,0,0.45
50836,0.3926810818,43552.2924566402,20329115.16874933,Large,Slow,Less,True,1,0.45
27714,0.4508582062,36499.7674274958,2686510.234288866,Large,Slow,Less,True,1,0.45
59156,0.0714562102,38117.7783951768,66883773.61685839,Small,Slow,More,False,0,0.46
72144,0.2259643771,68068.7941031626,59363913.0861558,Small,Fast,More,False,0,0.48
25417,2.6794149658,72386.1616162853,40450891.90833858,Large,Fast,Medium,False,1,0.48
63429,0.0594346868,14658.5596547105,18407917.613087952,Small,Slow,Less,False,0,0.46
38970,0.009247833,9475.3492987225,4607595.935622842,Small,Slow,Less,False,0,0.46
48243,0.1636967205,25622.8500280085,40516140.66491566,Small,Slow,Medium,False,0,0.46
54968,0.1968067451,42211.4349252593,65040508.90701585,Small,Slow,More,False,0,0.46
9692,0.0594346868,50795.6676102565,56851561.236410126,Small,Fast,More,False,0,0.48
19656,0.7835017643,70730.9607559885,23962785.213295195,Large,Fast,Less,False,1,0.48
44340,0.0225964377,41000.1267610285,14999197.31718918,Small,Slow,Less,False,0,0.46
61901,0.8995803882,63444.1640788526,61771825.05293433,Large,Fast,More,False,1,0.48
40496,0.0179489885,50161.6188919408,656906.522292843,Small,Fast,Less,False,0,0.48
47898,0.023661375,40007.0684122996,38595426.60957012,Small,Slow,Medium,False,0,0.46
88322,1.6294460236,51909.2661925843,26219541.323056616,Large,Fast,Medium,False,1,0.48
73304,0.8913329856,40622.6369323541,32114247.936178003,Large,Slow,Medium,False,1,0.46
72852,0.007799019,21980.4105540921,13961380.98827516,Small,Slow,Less,False,0,0.46
68479,0.7835017643,45204.9942646343,70080154.84567703,Large,Slow,More,False,1,0.46
24813,0.6824015094,84880.757593292,57635117.25560583,Large,Fast,More,True,1,0.47
80663,0.0118587791,36539.8443871092,24071224.685075488,Small,Slow,Less,False,0,0.46
33377,0.0405545866,53230.0987684958,45477090.07559143,Small,Fast,Medium,False,0,0.48
60669,0.0430566244,47480.8854212424,3468632.298061463,Small,Slow,Less,False,0,0.46
11247,0.1968067451,34459.6456666501,7657125.971173833,Small,Slow,Less,False,0,0.46
5319,0.1253256538,29568.1162927697,74616585.96751665,Small,Slow,More,False,0,0.46
22610,0.0472106499,16423.6297343331,40578350.44548219,Small,Slow,Medium,False,0,0.46
3844,0.358129403,60864.6889004951,38519087.04090593,Large,Fast,Medium,False,1,0.48
28059,2.5944181791,27227.0021958764,44775577.67216473,Large,Slow,Medium,False,1,0.46
32271,0.2060819612,35151.9043290956,65102630.0658042,Small,Slow,More,False,0,0.46
15059,0.0682401509,24412.2082738182,7066342.051496091,Small,Slow,Less,False,0,0.46
38219,0.0196806745,17179.3716225898,53210780.84998253,Small,Slow,More,False,0,0.46
44174,0.1180429295,78705.7538058724,59137864.3616361,Small,Fast,More,False,0,0.48
10298,0.1132504611,22652.0315879125,17452907.729401637,Small,Slow,Less,False,0,0.46
82531,0.4875733714,42351.0183328846,45127121.86569852,Large,Slow,Medium,True,1,0.45
90580,0.0594346868,56017.4577321643,57730235.276419215,Small,Fast,More,False,0,0.48
28887,0.0682401509,38423.11907898,1359434.261423016,Small,Slow,Less,False,0,0.46
21397,0.2259643771,35892.8191615844,14220514.029734695,Small,Slow,Less,False,0,0.46
68027,0.0899580388,26376.6772445349,2585576.865555393,Small,Slow,Less,False,0,0.46
27,0.2477650126,48655.3051323529,32797747.230158422,Small,Fast,Medium,True,0,0.47
50780,0.7145621017,141638.7423944657,69186166.27723882,Large,Fast,More,False,1,0.48
35358,0.1879489824,45627.3956469488,51502145.351986304,Small,Slow,More,False,0,0.46
54602,0.3266178974,45579.6212290787,58295251.33698413,Large,Slow,More,False,1,0.46
58283,0.6516883822,164625.4147164314,50209793.842227615,Large,Fast,More,True,1,0.47
82024,0.4305662442,112390.6453273904,66299239.37259671,Large,Fast,More,True,1,0.47
60414,0.0227007381,21857.9292121578,13905845.711155912,Small,Slow,Less,False,0,0.46
49705,0.0136157002,24818.4261527697,912981.603772137,Small,Slow,Less,False,0,0.46
42948,0.7312063912,57683.9286692053,73569924.6346193,Large,Fast,More,False,1,0.48
22835,0.1794898848,43370.834946336,49019307.80065102,Small,Slow,Medium,False,0,0.46
39677,0.0430566244,52845.1449231488,64090477.14677018,Small,Fast,More,False,0,0.48
82207,0.0375007522,31735.764789921,49366140.16991257,Small,Slow,Medium,False,0,0.46
39441,0.0682401509,13817.9411620513,54260199.43618163,Small,Slow,More,False,0,0.46
87264,0.0783501764,46143.6601720831,48866609.05104188,Small,Slow,Medium,False,0,0.46
13419,0.3750075218,56545.566897398,74582246.15045282,Large,Fast,More,False,1,0.48
43651,0.0472106499,31501.1969105535,32010783.999795184,Small,Slow,Medium,False,0,0.46
42060,0.4446721997,47827.3109766196,63112909.23570889,Large,Slow,More,False,1,0.46
60079,0.4305662442,21164.4110696774,33605639.17261509,Large,Slow,Medium,True,1,0.45
289,0.6824015094,58332.3023229772,62543868.947561614,Large,Fast,More,True,1,0.47
71991,1.8968805296,73729.0423231826,33408969.554910667,Large,Fast,Medium,True,1,0.47
21446,0.0450858206,21940.9188605463,15152926.152851785,Small,Slow,Less,False,0,0.46
77980,0.0496638037,39787.437244675,40423339.271837726,Small,Slow,Medium,False,0,0.46
63723,0.0986370281,42045.5600894826,20480687.13224185,Small,Slow,Less,False,0,0.46
23771,0.4508582062,34710.081508781,35934551.43636488,Large,Slow,Medium,False,1,0.46
19730,0.7799019007,61160.5840089812,47506567.39234709,Large,Fast,Medium,True,1,0.47
11214,0.1714115092,125959.0731302992,60419890.32721165,Small,Fast,More,False,0,0.48
37658,0.0382507521,54040.8316840398,33260417.149625164,Small,Fast,Medium,False,0,0.48
55534,0.2259643771,33375.1900390074,31160377.61426641,Small,Slow,Medium,False,0,0.46
61857,0.0187948982,8606.7759443915,3234384.48828175,Small,Slow,Less,False,0,0.46
52506,0.0651688382,41468.1566685311,19135871.066042475,Small,Slow,Less,False,0,0.46
72143,0.0233367288,64705.4268944944,73126555.92209868,Small,Fast,More,False,0,0.48
56519,0.2844722965,125413.3665149656,15723409.117977982,Small,Fast,Less,True,0,0.47
58902,0.0517654482,33665.5743361283,5813559.567306872,Small,Slow,Less,False,0,0.46
70180,0.0247765013,40250.6595117929,44554358.44560183,Small,Slow,Medium,False,0,0.46
11302,1.3997161669,87771.533246617,50960250.37525945,Large,Fast,More,False,1,0.48
21340,0.0342010925,40986.5496537074,623960.209388068,Small,Slow,Less,False,0,0.46
89405,0.0331161605,32015.3369929558,6767765.422281086,Small,Slow,Less,False,0,0.46
20333,0.4989304142,32273.5603763848,41660309.500524536,Large,Slow,Medium,True,1,0.45
9887,0.6516883822,104577.6232921356,36977885.951990016,Large,Fast,Medium,False,1,0.48
34713,0.0215794305,38140.566005336,20688563.664940305,Small,Slow,Less,False,0,0.46
34950,0.5321572445,20854.6769033816,30840881.233870395,Large,Slow,Medium,False,1,0.46
87868,0.0284472297,38418.6452520427,25916089.04494193,Small,Slow,Medium,False,0,0.46
77641,0.1714115092,23745.4061575681,27795774.05934596,Small,Slow,Medium,False,0,0.46
55843,0.5176544822,80309.3182804552,22556718.42351408,Large,Fast,Less,True,1,0.47
5885,1.30028927,57478.0943472912,22412353.113012,Large,Fast,Less,True,1,0.47
1257,0.4036825521,66828.55488584,30321630.66232864,Large,Fast,Medium,False,1,0.48
7211,1.1858779086,149542.0351088555,70116348.15043059,Large,Fast,More,False,1,0.48
11900,2.0513510063,30957.7753718922,70512119.33857287,Large,Slow,More,False,1,0.46
61187,0.2477650126,67169.0198792952,45159804.21316168,Small,Fast,Medium,False,0,0.48
13046,0.6223575734,74568.8257839742,61764190.46027697,Large,Fast,More,True,1,0.47
18847,0.0259441818,39279.8980923343,27689309.473926887,Small,Slow,Medium,False,0,0.46
49059,0.8318403423,113079.3891308766,34694906.278084174,Large,Fast,Medium,False,1,0.48
41665,0.0941976306,19339.3408110686,55864776.525779225,Small,Slow,More,False,0,0.46
34555,0.6792661593,144486.9662447657,31149572.13019673,Large,Fast,Medium,True,1,0.47
38422,0.0542050786,18114.5164040679,14741207.816807708,Small,Slow,Less,False,0,0.46
10804,0.3266178974,112520.912802863,43262354.12257984,Large,Fast,Medium,False,1,0.48
5323,0.0651688382,73194.8799578663,30504503.033040617,Small,Fast,Medium,False,0,0.48
83555,0.1032856481,50107.4697536024,47840431.54113237,Small,Fast,Medium,False,0,0.48
36032,0.2978790628,58931.3128766162,72579780.9730937,Large,Fast,More,False,1,0.48
88404,0.3597824532,40144.3302904891,49369164.96404503,Large,Slow,Medium,False,1,0.46
16005,0.1224728936,97991.7080933286,54354363.84537271,Small,Fast,More,False,0,0.48
13887,0.4831032718,71964.5242426924,39576244.98315076,Large,Fast,Medium,True,1,0.47
7066,0.0517654482,20702.969393935,26251345.650701173,Small,Slow,Medium,False,0,0.46
30623,0.5200438667,62972.2809824904,47416873.43126501,Large,Fast,Medium,False,1,0.48
28090,3.7328451875,97256.3160458689,60279146.30242909,Large,Fast,More,False,1,0.48
46254,0.4943561926,75457.629837247,45146121.543177865,Large,Fast,Medium,False,1,0.48
90358,0.0136157002,28386.3558111225,69689210.92648327,Small,Slow,More,False,0,0.46
30477,0.7112789871,84950.4720090625,58750195.9925245,Large,Fast,More,False,1,0.48
29239,0.0259441818,25762.7840776952,2693150.509743491,Small,Slow,Less,False,0,0.46
16918,0.0082042706,24674.9484206838,26046174.505722944,Small,Slow,Medium,False,0,0.46
41409,0.0907904103,20946.013024622,41614067.37772778,Small,Slow,Medium,False,0,0.46
6713,0.4989304142,20946.5209312472,25452388.87486408,Large,Slow,Medium,True,1,0.45
86875,0.1175005715,67314.9242109416,21618252.972185303,Small,Fast,Less,False,0,0.48
53823,0.130028927,83178.9789464452,22474219.08775369,Small,Fast,Less,False,0,0.48
18810,0.0783501764,27834.5046498949,5194419.476089139,Small,Slow,Less,False,0,0.46
85269,0.5495914639,51403.3618887256,39723134.26403611,Large,Fast,Medium,False,1,0.48
14711,0.0149293183,22598.1127929294,4024097.836128349,Small,Slow,Less,False,0,0.46
45945,0.0542050786,55960.4756820013,53073864.94493456,Small,Fast,More,False,0,0.48
66260,0.0430566244,61946.7301283587,2745856.367548494,Small,Fast,Less,False,0,0.48
54843,0.0682401509,29764.2063532393,31909182.407296,Small,Slow,Medium,False,0,0.46
35016,0.130028927,60542.8737586643,53629459.13716963,Small,Fast,More,False,0,0.48
46229,0.1185877909,10380.555841963,32302149.48808365,Small,Slow,Medium,False,0,0.46
357,1.0666943108,85517.637791715,47400196.69455123,Large,Fast,Medium,False,1,0.48
44485,0.0859092601,45679.3282669986,21332441.12530316,Small,Slow,Less,False,0,0.46
17712,0.2249261651,43924.9682778682,68092001.4871038,Small,Slow,More,False,0,0.46
52578,0.2477650126,55007.9552376493,54590262.33300978,Small,Fast,More,False,0,0.48
72516,0.3133574171,104218.2857077812,22720867.91768557,Large,Fast,Less,False,1,0.48
23612,0.0547066321,41901.9879950453,45841498.63876012,Small,Slow,Medium,False,0,0.46
33945,0.0342010925,25387.6171868697,6716111.581577284,Small,Slow,Less,False,0,0.46
3782,0.1361570015,59161.6293560172,28326342.128627248,Small,Fast,Medium,False,0,0.48
17541,0.0187948982,69900.851646247,53372570.67711136,Small,Fast,More,False,0,0.48
19367,0.2618424035,48108.8994789024,63970765.23612879,Small,Fast,More,False,0,0.48
13449,5.6759685287,108909.3759986891,47096792.36255389,Large,Fast,Medium,False,1,0.48
8470,0.2108822268,85517.2978213118,70051841.0701734,Small,Fast,More,False,0,0.48
17909,0.3266178974,61298.8462727107,44167685.93455102,Large,Fast,Medium,False,1,0.48
35266,0.4305662442,69619.271160154,64149302.90383901,Large,Fast,More,False,1,0.48
80968,0.0755161741,65051.6880086842,49991909.33170447,Small,Fast,Medium,False,0,0.48
90660,0.4808836139,31156.0700197414,23947390.21617179,Large,Slow,Less,True,1,0.45
18602,0.2992540101,60696.7637200279,42711522.48325472,Large,Fast,Medium,True,1,0.47
51773,0.2679414966,59329.3953516703,11786881.55156919,Small,Fast,Less,False,0,0.48
18968,0.0450858206,22985.2644937897,50356103.62584396,Small,Slow,More,False,0,0.46
48784,1.1858779086,110427.1588912604,66077361.85556666,Large,Fast,More,False,1,0.48
2953,0.0450858206,10979.2856763524,16070572.57724541,Small,Slow,Less,False,0,0.46
64368,0.2978790628,76058.2297121389,35554620.10453202,Large,Fast,Medium,False,1,0.48
79895,0.2844722965,36118.7767995782,31380382.39036087,Small,Slow,Medium,False,0,0.46
48647,0.0542050786,14582.7403417512,25240061.41657866,Small,Slow,Medium,False,0,0.46
38584,0.0472106499,43868.5253291484,39071070.00039836,Small,Slow,Medium,False,0,0.46
877,0.9728367737,57184.6087584968,65284423.41699944,Large,Fast,More,False,1,0.48
31457,0.0783501764,40449.4832643577,47749103.13356181,Small,Slow,Medium,False,0,0.46
29555,0.580817882,98651.5612645194,36223234.6946834,Large,Fast,Medium,True,1,0.47
51487,0.0887237683,35926.5244267686,36933813.04318762,Small,Slow,Medium,False,0,0.46
34215,1.1273012246,47495.8389272087,36020882.79636425,Large,Slow,Medium,False,1,0.46
71425,0.7835017643,58546.3273438115,49617816.26618536,Large,Fast,Medium,False,1,0.48
22344,0.7145621017,56164.4096748336,20219801.80605164,Large,Fast,Less,False,1,0.48
48532,0.2187963027,15744.5570422072,41161229.86802551,Small,Slow,Medium,False,0,0.46
46560,0.5546767711,88872.7556399933,48233335.64121675,Large,Fast,Medium,False,1,0.48
29059,0.0407417781,72330.9548948374,58871957.87269807,Small,Fast,More,False,0,0.48
10647,0.0156329154,40610.3612753866,10693398.089973304,Small,Slow,Less,False,0,0.46
54857,0.0820427065,43281.7316591299,23135240.658495773,Small,Slow,Less,False,0,0.46
53721,0.3266178974,69657.0548187719,60021219.5433943,Large,Fast,More,False,1,0.48
70279,0.1241766613,42177.3080919502,16540511.367456729,Small,Slow,Less,False,0,0.46
68106,0.4943561926,58623.5877956748,63633191.404242605,Large,Fast,More,False,1,0.48
22265,0.041690776,41487.1171637101,22400361.55718981,Small,Slow,Less,False,0,0.46
68771,0.2259643771,13348.9980866453,39441847.96215848,Small,Slow,Medium,False,0,0.46
60174,0.2259643771,36855.5371941132,8052095.150175266,Small,Slow,Less,False,0,0.46
76805,0.0430566244,45112.9140136184,40858509.45261044,Small,Slow,Medium,False,0,0.46
613,0.2884297004,61712.2327132436,32645981.32798724,Large,Fast,Medium,False,1,0.48
